PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,HasAge,FamilySize,IsAlone,FarePerPerson,LogFare,LogAge,Pclass_x_Fare,Age_x_IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
60,0,3,11.0,5,2,46.9,1,8,0,5.8625,3.8691155044168695,2.4849066497880004,140.7,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
61,0,3,22.0,0,0,7.2292,1,1,1,7.2292,2.1076888046179385,3.1354942159291497,21.6876,22.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
62,1,1,38.0,0,0,80.0,1,1,1,80.0,4.394449154672439,3.6635616461296463,80.0,38.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63,0,1,45.0,1,0,83.475,1,2,0,41.7375,4.436455632600354,3.828641396489095,83.475,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
64,0,3,4.0,3,2,27.9,1,6,0,4.6499999999999995,3.3638415951183864,1.6094379124341003,83.69999999999999,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
65,0,1,28.0,0,0,27.7208,0,1,1,27.7208,3.357621598945279,3.367295829986474,27.7208,28.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
66,1,3,28.0,1,1,15.2458,0,3,0,5.081933333333333,2.7878344138303452,3.367295829986474,45.737399999999994,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
67,1,2,29.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.4011973816621555,21.0,29.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
68,0,3,19.0,0,0,8.1583,1,1,1,8.1583,2.2146605719425225,2.995732273553991,24.4749,19.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
69,1,3,17.0,4,2,7.925,1,7,0,1.1321428571428571,2.188856327665703,2.8903717578961645,23.775,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
70,0,3,26.0,2,0,8.6625,1,3,0,2.8874999999999997,2.2682524139135403,3.295836866004329,25.987499999999997,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
71,0,2,32.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.4965075614664802,21.0,32.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72,0,3,16.0,5,2,46.9,1,8,0,5.8625,3.8691155044168695,2.833213344056216,140.7,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73,0,2,21.0,0,0,73.5,1,1,1,73.5,4.310799125385514,3.091042453358316,147.0,21.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
74,0,3,26.0,1,0,14.4542,1,2,0,7.2271,2.737880811060884,3.295836866004329,43.3626,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75,1,3,32.0,0,0,56.4958,1,1,1,56.4958,4.051711901657239,3.4965075614664802,169.4874,32.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
76,0,3,25.0,0,0,7.65,1,1,1,7.65,2.157559320943788,3.258096538021482,22.950000000000003,25.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
77,0,3,28.0,0,0,7.8958,0,1,1,7.8958,2.1855792552411137,3.367295829986474,23.6874,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
78,0,3,28.0,0,0,8.05,0,1,1,8.05,2.2027647577118348,3.367295829986474,24.150000000000002,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
79,1,2,2.5,0,2,29.0,1,3,0,9.666666666666666,3.4011973816621555,1.252762968495368,58.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
80,1,3,30.0,0,0,12.475,1,1,1,12.475,2.600836116795061,3.4339872044851463,37.425,30.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
81,0,3,22.0,0,0,9.0,1,1,1,9.0,2.302585092994046,3.1354942159291497,27.0,22.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,1,3,29.0,0,0,9.5,1,1,1,9.5,2.3513752571634776,3.4011973816621555,28.5,29.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
83,1,3,28.0,0,0,7.7875,0,1,1,7.7875,2.1733302571367834,3.367295829986474,23.362499999999997,28.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
84,0,1,28.0,0,0,47.1,1,1,1,47.1,3.8732821771117156,3.367295829986474,47.1,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
85,1,2,17.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,2.8903717578961645,21.0,17.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
86,1,3,33.0,3,0,15.85,1,4,0,3.9625,2.8243506567983707,3.5263605246161616,47.55,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
87,0,3,16.0,1,3,34.375,1,5,0,6.875,3.5660053559634015,2.833213344056216,103.125,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
88,0,3,28.0,0,0,8.05,0,1,1,8.05,2.2027647577118348,3.367295829986474,24.150000000000002,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
89,1,1,23.0,3,2,100.2688,1,6,0,16.711466666666666,4.61777836776278,3.1780538303479458,100.2688,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,0,3,24.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,3.2188758248682006,24.150000000000002,24.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
91,0,3,29.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,3.4011973816621555,24.150000000000002,29.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
92,0,3,20.0,0,0,7.8542,1,1,1,7.8542,2.180891922715322,3.044522437723423,23.5626,20.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
93,0,1,46.0,1,0,61.175,1,2,0,30.5875,4.1299529896894684,3.8501476017100584,61.175,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
94,0,3,26.0,1,2,20.575,1,4,0,5.14375,3.0715352369694915,3.295836866004329,61.724999999999994,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
95,0,3,54.5,0,0,7.25,1,1,1,7.25,2.1102132003465894,4.0163830207523885,21.75,54.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
96,0,3,28.0,0,0,8.05,0,1,1,8.05,2.2027647577118348,3.367295829986474,24.150000000000002,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
97,0,1,54.5,0,0,34.6542,1,1,1,34.6542,3.57386695198272,4.0163830207523885,34.6542,54.5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
98,1,1,23.0,0,1,63.3583,1,2,0,31.67915,4.164465907853638,3.1780538303479458,63.3583,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
99,1,2,34.0,0,1,23.0,1,2,0,11.5,3.1780538303479458,3.5553480614894135,46.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
100,0,2,34.0,1,0,26.0,1,2,0,13.0,3.295836866004329,3.5553480614894135,52.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
101,0,3,28.0,0,0,7.8958,1,1,1,7.8958,2.1855792552411137,3.367295829986474,23.6874,28.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
102,0,3,28.0,0,0,7.8958,0,1,1,7.8958,2.1855792552411137,3.367295829986474,23.6874,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
103,0,1,21.0,0,1,77.2875,1,2,0,38.64375,4.360387947851531,3.091042453358316,77.2875,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
104,0,3,33.0,0,0,8.6542,1,1,1,8.6542,2.267393053825037,3.5263605246161616,25.9626,33.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
105,0,3,37.0,2,0,7.925,1,3,0,2.6416666666666666,2.188856327665703,3.6375861597263857,23.775,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
106,0,3,28.0,0,0,7.8958,1,1,1,7.8958,2.1855792552411137,3.367295829986474,23.6874,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
107,1,3,21.0,0,0,7.65,1,1,1,7.65,2.157559320943788,3.091042453358316,22.950000000000003,21.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
108,1,3,28.0,0,0,7.775,0,1,1,7.775,2.1719067693519296,3.367295829986474,23.325000000000003,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
109,0,3,38.0,0,0,7.8958,1,1,1,7.8958,2.1855792552411137,3.6635616461296463,23.6874,38.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
110,1,3,28.0,1,0,24.15,0,2,0,12.075,3.224857896545748,3.367295829986474,72.44999999999999,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
111,0,1,47.0,0,0,52.0,1,1,1,52.0,3.970291913552122,3.8712010109078907,52.0,47.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
112,0,3,14.5,1,0,14.4542,1,2,0,7.2271,2.737880811060884,2.740840023925201,43.3626,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
113,0,3,22.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,3.1354942159291497,24.150000000000002,22.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
114,0,3,20.0,1,0,9.825,1,2,0,4.9125,2.3818582738885534,3.044522437723423,29.474999999999998,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
115,0,3,17.0,0,0,14.4583,1,1,1,14.4583,2.738146075922933,2.8903717578961645,43.3749,17.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
116,0,3,21.0,0,0,7.925,1,1,1,7.925,2.188856327665703,3.091042453358316,23.775,21.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
117,0,3,54.5,0,0,7.75,1,1,1,7.75,2.169053700369523,4.0163830207523885,23.25,54.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
118,0,2,29.0,1,0,21.0,1,2,0,10.5,3.091042453358316,3.4011973816621555,42.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119,0,1,24.0,0,1,100.2688,1,2,0,50.1344,4.61777836776278,3.2188758248682006,100.2688,0.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120,0,3,2.5,4,2,31.275,1,7,0,4.4678571428571425,3.4742929367327062,1.252762968495368,93.82499999999999,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
121,0,2,21.0,2,0,73.5,1,3,0,24.5,4.310799125385514,3.091042453358316,147.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
122,0,3,28.0,0,0,8.05,0,1,1,8.05,2.2027647577118348,3.367295829986474,24.150000000000002,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
123,0,2,32.5,1,0,30.0708,1,2,0,15.0354,3.436268471383741,3.5115454388310208,60.1416,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
124,1,2,32.5,0,0,13.0,1,1,1,13.0,2.639057329615259,3.5115454388310208,26.0,32.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
125,0,1,54.0,0,1,77.2875,1,2,0,38.64375,4.360387947851531,4.007333185232471,77.2875,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
126,1,3,12.0,1,0,11.2417,1,2,0,5.62085,2.5048481563289,2.5649493574615367,33.7251,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
127,0,3,28.0,0,0,7.75,0,1,1,7.75,2.169053700369523,3.367295829986474,23.25,28.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
128,1,3,24.0,0,0,7.1417,1,1,1,7.1417,2.0969990034181696,3.2188758248682006,21.4251,24.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
129,1,3,28.0,1,1,22.3583,0,3,0,7.452766666666666,3.1509523813392697,3.367295829986474,67.0749,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130,0,3,45.0,0,0,6.975,1,1,1,6.975,2.076311648670908,3.828641396489095,20.924999999999997,45.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,0,3,33.0,0,0,7.8958,1,1,1,7.8958,2.1855792552411137,3.5263605246161616,23.6874,33.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
132,0,3,20.0,0,0,7.05,1,1,1,7.05,2.085672091430472,3.044522437723423,21.15,20.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
